,ID,Commands,Label,seq_out
95,96,meet linda at the sink follow her and navigate to the bedroom,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
96,97,tell me what s the largest object on the desk,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
97,98,follow john,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
98,99,could you please tell me which are the three largest objects on the end table,"[('B-say', 3), ('B-say.per', 4), ('B-say.dest', 14), ('B-say.dest', 13), ('I-say.dest', 14)]","['O', 'O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
99,100,put the tray on the desk,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
100,101,follow robert,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
101,102,tell me how many people in the corridor are standing,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 7)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'O', 'O']"
102,103,robot please tell me how many orange there are on the bookcase,"[('B-say', 2), ('B-say.per', 3), ('B-say.obj', 6), ('B-say.dest', 11)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'B-say.obj', 'O', 'O', 'O', 'O', 'B-say.dest']"
103,104,take out the garbage,"[('B-take', 0)]","['B-take', 'O', 'O', 'O']"
104,105,escort jennifer from the exit to the dishwasher,"[('B-take', 0), ('B-take.dest', 4), ('B-take.dest', 7), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
105,106,could you meet mary at the end table follow her and navigate to the dining room,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-follow', 8), ('B-follow.per', 9), ('B-go', 11), ('B-go.dest', 15), ('B-go.dest', 14), ('I-go.dest', 15)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
106,107,meet john at the bed follow him and take him back,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
107,108,robot please navigate to the bedroom locate a person raising their left arm and answer a question,"[('B-go', 2), ('B-go.dest', 5), ('B-find', 6), ('B-say', 14)]","['O', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'B-find', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say', 'O', 'O']"
108,109,please meet charlie at the exit follow her and go to the bedroom,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-follow', 6), ('B-follow.per', 7), ('B-go', 9), ('B-go.dest', 12)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
109,110,robot please meet robert at the dishwasher follow him and go to the kitchen,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-follow', 7), ('B-follow.per', 8), ('B-go', 10), ('B-go.dest', 13)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
110,111,meet francis at the bookcase follow her and navigate to the living room,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
111,112,go to the dining room look for a person waving and answer a question,"[('B-go', 0), ('B-go.dest', 4), ('B-go.dest', 3), ('I-go.dest', 4), ('B-find', 5), ('B-say', 11)]","['B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'O', 'O', 'O', 'O', 'O', 'B-say', 'O', 'O']"
112,113,please give me the lightest object from the counter,"[('B-take', 1), ('B-take.per', 2), ('B-take.dest', 8)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
113,114,robot please find francis at the front door and introduce her to all the women in the dining room,"[('B-find', 2), ('B-find.dest', 7), ('B-find.per', 3), ('B-say', 9), ('B-say.per', 10), ('B-say.dest', 18), ('B-say.dest', 17), ('I-say.dest', 18)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
114,115,go to the desk meet john and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
115,116,robot please meet skyler at the exit follow him and take him back,"[('B-find', 2), ('B-find.dest', 6), ('B-find.per', 3), ('B-follow', 7), ('B-follow.per', 8), ('B-take', 10), ('B-take.per', 11)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
116,117,robot please bring the apple from the dining room to the counter,"[('B-take', 2), ('B-take.dest', 8), ('B-take.dest', 11), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.obj', 4)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'O', 'B-take.dest']"
117,118,could you please tell me the pose of the person in the living room,"[('B-say', 3), ('B-say.per', 4), ('B-say.dest', 13), ('B-say.dest', 12), ('I-say.dest', 13)]","['O', 'O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
118,119,please meet jennifer at the bed and follow her to the living room,"[('B-find', 1), ('B-find.dest', 5), ('B-find.per', 2), ('B-follow', 7), ('B-follow.per', 8), ('B-follow.dest', 12), ('B-follow.dest', 11), ('I-follow.dest', 12)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
119,120,give me the object behind the noodles from the counter,"[('B-take', 0), ('B-take.per', 1), ('B-take.obj', 6), ('B-take.dest', 9)]","['B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
120,121,tell me which are the three heaviest objects on the storage table,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 11), ('B-say.dest', 10), ('I-say.dest', 11)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
121,122,take out the garbage,"[('B-take', 0)]","['B-take', 'O', 'O', 'O']"
122,123,tell me the gender of the person in the living room,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
123,124,follow linda from the desk to the dining room,"[('B-follow', 0), ('B-follow.dest', 4), ('B-follow.dest', 8), ('B-follow.dest', 7), ('I-follow.dest', 8), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest', 'I-follow.dest']"
124,125,please deliver the bowl to the person raising their right arm in the bedroom,"[('B-take', 1), ('B-take.obj', 3), ('B-take.dest', 13)]","['O', 'B-take', 'O', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest']"
125,126,follow mary,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
126,127,dump the junk,"[('B-put', 0)]","['B-put', 'O', 'O']"
127,128,go to the exit meet mary and follow her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
128,129,could you please follow charlie from the couch to the kitchen,"[('B-follow', 3), ('B-follow.dest', 7), ('B-follow.dest', 10), ('B-follow.per', 4)]","['O', 'O', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'O', 'O', 'B-follow.dest']"
129,130,take the cloth from the end table and give it to alex at the exit,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 6), ('B-take.dest', 5), ('I-take.dest', 6), ('B-take', 8), ('B-take.obj', 9), ('B-take.dest', 14), ('B-take.per', 11)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'B-take.per', 'O', 'O', 'B-take.dest']"
130,131,could you get the bowl and put it on the bookcase,"[('B-take', 2), ('B-take.obj', 4), ('B-take', 6), ('B-take.obj', 7), ('B-take.dest', 10)]","['O', 'O', 'B-take', 'O', 'B-take.obj', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest']"
131,132,bring the paprika from the bedroom to the counter,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 8), ('B-take.dest', 5)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
132,133,deliver cleaning stuff to me,"[('B-take', 0), ('B-take.per', 4)]","['B-take', 'O', 'O', 'O', 'B-take.per']"
133,134,find a male person in the corridor and answer a question,"[('B-find', 0), ('B-find.dest', 6), ('B-say', 8)]","['B-find', 'O', 'O', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'O', 'O']"
134,135,could you please look for three containers in the bedroom,"[('B-find', 3), ('B-find.dest', 9), ('B-find.obj', 6)]","['O', 'O', 'O', 'B-find', 'O', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
135,136,look for three tableware in the bedroom,"[('B-find', 0), ('B-find.dest', 6), ('B-find.obj', 3)]","['B-find', 'O', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest']"
136,137,lead james to the sink you may find him at the bookcase,"[('B-take', 0), ('B-take.per', 5), ('B-take.per', 1), ('B-take.dest', 4), ('B-find', 7), ('B-find.per', 8), ('B-find.dest', 11)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'B-take.per', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest']"
137,138,follow charlie from the dining table to the kitchen,"[('B-follow', 0), ('B-follow.dest', 5), ('B-follow.dest', 8), ('B-follow.dest', 4), ('I-follow.dest', 5), ('B-follow.per', 1)]","['B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest', 'O', 'O', 'B-follow.dest']"
138,139,go to the dining table meet michael and escort him,"[('B-go', 0), ('B-go.dest', 4), ('B-go.dest', 3), ('I-go.dest', 4), ('B-find', 5), ('B-find.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-go', 'O', 'O', 'B-go.dest', 'I-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per']"
139,140,find three fruits in the kitchen,"[('B-find', 0), ('B-find.dest', 5)]","['B-find', 'O', 'O', 'O', 'O', 'B-find.dest']"
140,141,follow alex,"[('B-follow', 0), ('B-follow.per', 1)]","['B-follow', 'B-follow.per']"
141,142,could you tell me how many people in the dining room are lying down,"[('B-say', 2), ('B-say.per', 3), ('B-say.dest', 10), ('B-say.dest', 9), ('I-say.dest', 10)]","['O', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest', 'O', 'O', 'O']"
142,143,find john at the rear entrance and introduce him to all the elders in the dining room,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 5), ('B-say', 7), ('B-say.per', 8), ('B-say.dest', 16), ('B-say.dest', 15), ('I-say.dest', 16)]","['B-find', 'B-find.per', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest', 'I-say.dest']"
143,144,please greet william at the dishwasher and ask him to leave,"[('B-find', 1), ('B-find.per', 2), ('B-find.dest', 5), ('B-say', 7), ('B-say.per', 8)]","['O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'B-say.per', 'O', 'O']"
144,145,could you meet alex at the dining table follow him and accompany him back,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-follow', 8), ('B-follow.per', 9), ('B-take', 11), ('B-take.per', 12)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
145,146,take the cloth from the counter and put it on the bookcase,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5), ('B-take', 7), ('B-take.obj', 8), ('B-take.dest', 11)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'B-take.dest']"
146,147,meet patricia at the bed follow her and navigate to the bedroom,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
147,148,give me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
148,149,bring me the thinnest snacks from the storage table,"[('B-take', 0), ('B-take.per', 1), ('B-take.dest', 8), ('B-take.dest', 7), ('I-take.dest', 8), ('B-take.obj', 4)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'I-take.dest']"
149,150,meet charlie at the bookcase follow him and guide him back,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 5), ('B-follow.per', 6), ('B-take', 8), ('B-take.per', 9)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
150,151,bring the sponge to the counter,"[('B-take', 0), ('B-take.obj', 2), ('B-take.dest', 5)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest']"
151,152,meet linda at the sink follow her and go to the bedroom,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 11)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
152,153,please give me the object on top of the grape juice from the desk,"[('B-take', 1), ('B-take.per', 2), ('B-take.dest', 13), ('B-take.obj', 10), ('B-take.obj', 9), ('I-take.obj', 10)]","['O', 'B-take', 'B-take.per', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.obj', 'I-take.obj', 'O', 'O', 'B-take.dest']"
153,154,locate the fruits in the living room,"[('B-find', 0), ('B-find.dest', 6), ('B-find.dest', 5), ('I-find.dest', 6)]","['B-find', 'O', 'O', 'O', 'O', 'B-find.dest', 'I-find.dest']"
154,155,locate a female person in the kitchen and tell the time,"[('B-find', 0), ('B-find.dest', 6), ('B-say', 8)]","['B-find', 'O', 'O', 'O', 'O', 'O', 'B-find.dest', 'O', 'B-say', 'O', 'O']"
155,156,navigate to the exit meet elizabeth and escort her to the bed,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-take', 7), ('B-take.dest', 11), ('B-take.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
156,157,bring me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
157,158,look for three tableware in the dining room,"[('B-find', 0), ('B-find.dest', 7), ('B-find.dest', 6), ('I-find.dest', 7), ('B-find.obj', 3)]","['B-find', 'O', 'O', 'B-find.obj', 'O', 'O', 'B-find.dest', 'I-find.dest']"
158,159,the living room,[],"['O', 'O', 'O']"
159,160,meet robin at the sink follow her and go to the dining room,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 5), ('B-follow.per', 6), ('B-go', 8), ('B-go.dest', 12), ('B-go.dest', 11), ('I-go.dest', 12)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest', 'I-go.dest']"
160,161,navigate to the bookcase meet alex and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
161,162,tell me the name of the person at the bed,"[('B-say', 0), ('B-say.per', 1), ('B-say.dest', 9)]","['B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
162,163,escort john to the exit,"[('B-take', 0), ('B-take.dest', 4), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
163,164,navigate to the bed meet francis and follow him,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
164,165,lead robert to the bed,"[('B-take', 0), ('B-take.dest', 4), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O', 'B-take.dest']"
165,166,meet francis at the end table follow her and accompany her back,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7), ('B-take', 9), ('B-take.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-take', 'B-take.per', 'O']"
166,167,robot please follow charlie from the dining table to the bedroom,"[('B-follow', 2), ('B-follow.dest', 7), ('B-follow.dest', 10), ('B-follow.dest', 6), ('I-follow.dest', 7), ('B-follow.per', 3)]","['O', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest', 'I-follow.dest', 'O', 'O', 'B-follow.dest']"
167,168,could you take william from the dishwasher to the desk,"[('B-take', 2), ('B-take.dest', 9), ('B-take.dest', 6), ('B-take.per', 3)]","['O', 'O', 'B-take', 'B-take.per', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest']"
168,169,arrange snacks to all the elders in the dining room,"[('B-take', 0), ('B-take.dest', 9), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 1)]","['B-take', 'B-take.obj', 'O', 'O', 'O', 'O', 'O', 'O', 'B-take.dest', 'I-take.dest']"
169,170,robot please meet francis at the dishwasher follow him and navigate to the kitchen,"[('B-find', 2), ('B-find.per', 3), ('B-find.dest', 6), ('B-follow', 7), ('B-follow.per', 8), ('B-go', 10), ('B-go.dest', 13)]","['O', 'O', 'B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'B-follow', 'B-follow.per', 'O', 'B-go', 'O', 'O', 'B-go.dest']"
170,171,go to the exit meet francis and follow her,"[('B-go', 0), ('B-go.dest', 3), ('B-find', 4), ('B-find.per', 5), ('B-follow', 7), ('B-follow.per', 8)]","['B-go', 'O', 'O', 'B-go.dest', 'B-find', 'B-find.per', 'O', 'B-follow', 'B-follow.per']"
171,172,could you bring my valise to the uber,"[('B-take', 2)]","['O', 'O', 'B-take', 'O', 'O', 'O', 'O', 'O']"
172,173,meet mary at the exit and follow her,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-follow', 6), ('B-follow.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per']"
173,174,bring my suitcase to the taxi,"[('B-take', 0)]","['B-take', 'O', 'O', 'O', 'O', 'O']"
174,175,could you serve drinks to everyone in the corridor,"[('B-take', 2), ('B-take.obj', 3), ('B-take.dest', 8)]","['O', 'O', 'B-take', 'B-take.obj', 'O', 'O', 'O', 'O', 'B-take.dest']"
175,176,take the paprika from the bedroom to the storage table,"[('B-take', 0), ('B-take.dest', 9), ('B-take.dest', 5), ('B-take.dest', 8), ('I-take.dest', 9), ('B-take.obj', 2)]","['B-take', 'O', 'B-take.obj', 'O', 'O', 'B-take.dest', 'O', 'O', 'B-take.dest', 'I-take.dest']"
176,177,could you please follow robin,"[('B-follow', 3), ('B-follow.per', 4)]","['O', 'O', 'O', 'B-follow', 'B-follow.per']"
177,178,meet charlie at the dishwasher and follow him to the corridor,"[('B-find', 0), ('B-find.per', 1), ('B-find.dest', 4), ('B-follow', 6), ('B-follow.per', 7), ('B-follow.dest', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-follow', 'B-follow.per', 'O', 'O', 'B-follow.dest']"
178,179,find michael at the desk and guide him to his taxi,"[('B-find', 0), ('B-find.dest', 4), ('B-find.per', 1), ('B-take', 6), ('B-take.per', 7)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'O', 'B-take', 'B-take.per', 'O', 'O', 'O']"
179,180,bring me the fruits,"[('B-take', 0), ('B-take.per', 1)]","['B-take', 'B-take.per', 'O', 'O']"
180,181,please tell me how many fruits there are on the sink,"[('B-say', 1), ('B-say.per', 2), ('B-say.dest', 10)]","['O', 'B-say', 'B-say.per', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-say.dest']"
181,182,find charlie at the dining table and introduce it to jennifer at the sink,"[('B-find', 0), ('B-find.dest', 5), ('B-find.dest', 4), ('I-find.dest', 5), ('B-find.per', 1), ('B-say', 7), ('B-say.obj', 8), ('B-say.dest', 13), ('B-say.per', 10)]","['B-find', 'B-find.per', 'O', 'O', 'B-find.dest', 'I-find.dest', 'O', 'B-say', 'B-say.obj', 'O', 'B-say.per', 'O', 'O', 'B-say.dest']"
